-0.193318 	-0.055015 	-0.015249 	-0.382203 	-0.315968 	0.381863 	-0.052700 	0.506187 	0.555546 	
0.242141 	-0.106560 	0.510295 	0.166244 	0.294897 	-0.494930 	-0.190937 	0.263374 	0.451921 	
0.096776 	-0.322432 	0.752329 	-0.026969 	-0.324275 	0.340793 	0.089677 	-0.187551 	-0.235445 	
0.336918 	0.324734 	0.138823 	-0.515155 	0.221519 	-0.075104 	0.571301 	0.265653 	-0.211449 	
0.040651 	0.068834 	-0.007017 	0.652361 	0.017603 	0.262119 	0.161546 	0.635021 	-0.263858 	
0.498022 	-0.162409 	-0.133802 	-0.033566 	0.533671 	0.582702 	-0.223268 	-0.126717 	0.127729 	
0.495402 	0.620210 	0.015525 	0.204301 	-0.468216 	0.062219 	-0.094165 	-0.198610 	0.237752 	
-0.188659 	-0.040055 	0.013242 	0.302443 	0.144080 	0.127315 	0.697279 	-0.322947 	0.493655 	
0.500423 	-0.599019 	-0.368412 	0.016144 	-0.365889 	-0.243137 	0.235219 	0.074911 	0.028892 	
0.027702 	0.045997 	-0.089397 	0.087755 	-0.005648 	-0.071775 	0.078574 	-0.032492 	-0.074570 	
-0.129339 	 0.100392 	
